rating,name,title,review,date,upvotes,is_certified,iD
5.0,Rajeev sharma,Five Stars,Its a bull in its arena.,21 March 2015,0,Verified Purchase,"""R1G4BW6TG7VGCJ"""
5.0,Akshay Jain,Five Stars,Best phone ever...!!!,30 September 2015,0,Verified Purchase,"""RIDCMRP6CZUZF"""
5.0,Sagar A.,It never failed to grab Eyes,"WOW!!! Absolutely awesome. Apart from being loaded with a superb screen with best readability ratios, path breaking touch enableled physical Keyboard, the overall design never fails to draw the envy of any smartphone user.",19 October 2014,5,,"""RD6VY0IG8HIL3"""
5.0,niyas,"brilliant, neend no comparison","Please don't compare BlackBerry with others, because BlackBerry is a unique smartphone offering number of features and unbeaten quality.,Coming to passport the entire look and touch sentive keyboard is a masterpiece and will love by everyone after use. I think BlackBerry enhanced their technology through passport and all those are realy interesting.,BlackBerry Passport have 3gb ram, 2.26 processor and there is no chance for hanging and  a true thing is that you can expect a frequent hang in android or others by this same configuration. 13 camera I outstanding. Including BlackBerry Hub, universal search, touch keyboard it is perfect to say that this is brilliant.",21 September 2015,0,,"""R10NOSV2AUTUV2"""
5.0,Balamurugan.c,Amazon's******* amazing BlackBerry  passport,Full satisfaction with my blackberry passport via amazon.!!! i'm very impressive passport for keyboard & shortcut methods. use full advanced words for fast typing and desktop mode with mouse. So my mini computer is BlackBerry passport.,13 June 2015,0,Verified Purchase,"""R2ADGZ2GP7NOE"""
5.0,Mohamed Mydeen Abdul Kader,So wanted to buy a user friendly and advanced Smart phone. Checked Android and Windows phones,"I had a BB torch 9860 for almost 3 years. So wanted to buy a user friendly and advanced Smart phone. Checked Android and Windows phones, but none of them fascinated me. Folks around me were advising me not to go for a BB again. I started reading reviews of Iphone, Samsung and the new BB Passport which to help me decide. Found the reviews for BB PP far better and went for it. Guess what, I absolutely love the phone. It has all what I wanted in a Smart Phone. Thanks to BB for coming up with such an amazing product. Camera Pic Quality is superb too!! Thanks to Amazon also for selling it in such a reasonable rate (42000 when compared to other vendors:) )",17 March 2015,0,Verified Purchase,"""R3U8I6DIGU1OO1"""
5.0,S J Govardhan,The Best Business Mobile in the Market,"The Best Business Mobile in the market, no other phone comes even close to this, I have used Samsung S4, Apple 5S, Samsung Grand, well after using this phone, now only I truly understand what is known as business mobile, with a huge screen and amazing sound and video clarity. no one can expect anything else. the battery comes for nearly 2 days if not connected with Wifi. the performance is amazing the speed and able to open websites, documents all with instance. Blackberry has lived up to their name with this astonishing mobile. everyone asks about the mobile, the moment you show it to them or keep it in a desk. A Truly a Business class mobile.",23 December 2014,0,,"""R1C6YLVJ1GGRME"""
4.0,Ashish T.,Flawless OS...... however lacks usage of leading apps,"Its been a month now that I am using BB passport. Its a great combination of Hardware and Software. I am extremely happy with the way it functions. Its a business phone serve all purpose by all means. I am giving 4 star because I cannot use all apps. In today's world Apps are important since most of the websites are promoting apps usage, in which BB is behind the race. BB world does not have all leading apps and I was unable to install Google play service due to which running apps downloaded from Google play store is sometime a challenge. Apart from this, the phone works flawless, excellent OS, super fast speed and amazing productivity.",12 July 2015,0,Verified Purchase,"""R1ML37GZL1NM54"""
5.0,Amazon Customer,"Unbeatable, Powerful and AWESOME! BB Passport :)","Cant't get better than this. Passport is undoubtedly the best, stunning and powerful smartphone available today. With all the specs and features this machine seems unbeatable to anyone.,#BB #Passport",4 March 2016,0,,"""R3SM0VG5VJQRKT"""
5.0,Amazon Customer,Worth the money!!!,The Blackberry passport is a power house of a phone! The battery last for about a day and a half on good amount of use.. It’s very productive and awesome every for fun!! I would recommend this to everyone!!!,3 December 2015,0,Verified Purchase,"""RATNLUTA6LRUA"""
5.0,Aadil Qureshi,This is a brilliant device. I've booked one and desperately waiting for ...,Whoa!!  This is a brilliant device . I've booked one and desperately waiting for the delivery ..,11 October 2014,13,,"""R1WGVKSQO4HQCO"""
5.0,Harsh Patel,The best BlackBerry ever made!,I have waited a long time for this phone! Its truly the best phone of the year it's not for everyone but BlackBerry fans will surely buy this,9 November 2014,5,,"""R2PCRQHA79JD3Q"""
3.0,vikas jain,Prices are too high..,Prices are too high... If price decrease i will definitely buy this phone,16 October 2015,0,,"""R2Y7TDXN7N936N"""
5.0,Amazon Customer,Five Stars,ausumn handset with a different looks and a very intelligent handset.,24 May 2016,0,Verified Purchase,"""R3568AQ1XJHQ55"""
5.0,ashraf,Five Stars,I loved the item.my first relation with BB possibly not gonna be bad.,14 September 2015,0,Verified Purchase,"""R1DZ9F53MNMDM8"""
5.0,Piyush,Android Apps Clarification,"Many have mentioned that some apps like Uber and Ola arent working. would like to tell everyone you can make them work. would suggest you all to visit CrackBerry.com and get instructions on how to get Play Store working and how to patch apps like google Maps, Uber etc.,Here are the respective links:,Play Store: http://forums.crackberry.com/android-apps-amazon-store-apk-files-f413/google-play-store-blackberry-10-read-first-post-instructions-985344/,Patching apps : http://forums.crackberry.com/android-apps-amazon-store-apk-files-f413/how-remove-google-play-services-dependencies-lucky-patcher-947141/",21 June 2015,0,,"""R3QM8YV9YOHNU7"""
5.0,Chinmoy Patnaik,but other wsie an excellent one to,"Though a bit wide to hold, but other wsie an excellent one to buy",30 September 2015,0,Verified Purchase,"""RMS3R3DTLRXQN"""
5.0,raman,Five Stars,"THIS IS GREAT PRODUCT BY BLACKBERRY, HONESTY SAYING THIS IS BAAP OF ALL MOBILE.,A VERY GREAT EXPERIENCE.",15 November 2014,2,Verified Purchase,"""R1HKJN2EMZ1L8V"""
5.0,Paritosh D.,awesome phone must buy,this phone can't get any better I love everything about it,11 November 2015,0,Verified Purchase,"""R22SNPNDK7ZIL2"""
4.0,D Bhatt,Four Stars,An extremely innovative BlackBerry product. A real help.,22 October 2015,0,Verified Purchase,"""R3KOGNSPVGVVQZ"""
1.0,vakkas,One Star,Phn broken,9 July 2015,0,Verified Purchase,"""R1KEGG16RJIL0V"""
4.0,Anirban Mandal,BB Passport review,Everything is good except availability of Apps.,1 November 2015,0,Verified Purchase,"""R1SW551E83XFQP"""
1.0,Manish Gupta,please replace,It's not working properly. Please pick up it for replacement,28 September 2015,2,Verified Purchase,"""R2RLM28L3XZRPB"""
5.0,Sameer Dhar,Amazing Phone,"This is a Blackberry meant for people who take their phones seriously.,What makes it tick:,1. Huge lavish screen with a rich display,2. Amazing battery life. I charge my phone once in a day and with heavy call+ internet usage it still has about 30 percent left by the end of the day.,3. Trackpad keypad - takes some getting used two (max 2 days) but once done provides the fastest typing experience you would have.,4. Android apps portability : any app that works on android works here too!,Buy this gadget and you wont regret it.",20 November 2014,0,Verified Purchase,"""R1KSR5AIKKQQ60"""
5.0,Manish,very good product with inbuilt application,Very efficient phone. With so many great inbuilt applications like flip on mute. Flip on power save. Touch anywhere in screen to silent incoming calls. Great memory support. Fast possessor. Great and bright display. Excellent call quality. - I have used samsung iphone and HTC but this one has great voice quality witheexcellent speakers. Only one thing I can not understand why people don't appreciate and purchase more blackberry products? Because it is far ahead of all others and some models are very cheap like Z30.Z10.,25 September 2015,0,Verified Purchase,"""R165YSRU82J92T"""
5.0,teja rao,Good business product,"Good business product, good battery life, good processing speeds, best part is Amazon app store access aprt from bb world, overall i am reallyhappy with the product",24 November 2014,0,Verified Purchase,"""REW612UL3C0AA"""
5.0,"Rt, India",awesome keyboard and extreme multitasking OS,"I love the Passport because of its one of a kind keyboard. It makes typing a pleasure and also very fast. The multitasking OS BB10 using the QNX kernel is great. One can actually feel the multitasking unlike Android where you can use only one app at a time although they are running. For eg. I can use YouTube, surf the net and also quickly send text messages. Amazing piece of hardware. They don't make phones like this every time. So go ahead if you want something different!",27 May 2015,0,,"""R13IWPWYHXTJOS"""
